Parcel(s),Building Name,Building Address,Postal Code,Floor Area,Property Type - Self Selected,PIM Link (description),PIM Link,Benchmark 2010 Status,Benchmark 2011 Status,Benchmark 2012 Status,Benchmark 2013 Status,Benchmark 2014 Status,Energy Audit Due Date,Energy Audit Status,Full.Address (address),2011 ENERGY STAR Score,Full.Address (city),Full.Address,2011 Site EUI (kBtu/ft2),2011 Source EUI (kBtu/ft2),Full.Address (state),Full.Address (zip),2011 Percent Better than National Median Site EUI,2011 Percent Better than National Median Source EUI,2011 Total GHG Emissions (Metric Tons CO2e),2011 Total GHG Emissions Intensity (kgCO2e/ft2),2011 Weather Normalized Site EUI (kBtu/ft2),2011 Weather Normalized Source EUI (kBtu/ft2),2012 ENERGY STAR Score,2012 Site EUI (kBtu/ft2),2012 Source EUI (kBtu/ft2),2012 Percent Better than National Median Site EUI,2012 Percent Better than National Median Source EUI,2012 Total GHG Emissions (Metric Tons CO2e),2012 Total GHG Emissions Intensity (kgCO2e/ft2),2012 Weather Normalized Site EUI (kBtu/ft2),2012 Weather Normalized Source EUI (kBtu/sq.ft),2013 ENERGY STAR Score,2013 Site EUI (kBtu/ft2),2013 Source EUI (kBtu/ft2),2013 Percent Better than National Median Site EUI,2013 Percent Better than National Median Source EUI,2013 Total GHG Emissions (Metric Tons CO2e),2013 Total GHG Emissions Intensity (kgCO2e/ft2),2013 Weather Normalized Site EUI (kBtu/ft2),2013 Weather Normalized Source EUI (kBtu/ft2),2014 ENERGY STAR Score,2014 Site EUI (kBtu/ft2),2014 Source EUI (kBtu/ft2),2014 Percent Better than National Median Site EUI,2014 Percent Better than National Median Source EUI,2014 Total GHG Emissions (Metric Tons CO2e),2014 Total GHG Emissions Intensity (kgCO2e/ft2),2014 Weather Normalized Site EUI (kBtu/ft2),2014 Weather Normalized Source EUI (kBtu/ft2)
3717/021,122610 - Spear Street Corridor,150 SPEAR ST,94105,286510,Office,,http://propertymap.sfplanning.org/?&search=3717/021,Complied,Complied,Violation - Did Not Report,Complied,Complied,4/1/14,Exempt - LEED EBOM,150 SPEAR ST,90,San Francisco,POINT (-122.393327 37.791953),67.5,,CA,94105,-41.7,,1487.35,,66,,,,,,,,,,,89,65.3,157.4,-43.7,-43.7,1339.4,4.7,65.5,157.7,93,54.3,136.8,-50.1,-50.1,1137.3,4,57.5,140.2
3933/001,Bonhams_220,220 SAN BRUNO AVE,94103,52000,N/A,,http://propertymap.sfplanning.org/?&search=3933/001,Violation - Did Not Report,Complied,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,220 SAN BRUNO AVE,91,San Francisco,POINT (-122.405667 37.766566),37.2,,CA,94103,-52.8,,153.55,,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0296/013,575 Sutter St,575 SUTTER ST,94102,33000,Office,,http://propertymap.sfplanning.org/?&search=0296/013,N/A,Complied,Complied,Complied,Complied,4/1/14,Pending,575 SUTTER ST,,San Francisco,POINT (-122.409786 37.789091),,,CA,94102,,,,,,,99,18.2,50.7,-69.6,,49.15,,18.2,50.7,86,29.7,68.6,-40.1,-40.1,68.9,2.1,29.7,68.6,90,22.5,58.7,-45.5,-45.5,55.1,1.7,23.8,60.1
0278/019,1359 PINE ST,1359 PINE ST,94109,87000,N/A,,http://propertymap.sfplanning.org/?&search=0278/019,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Complied,Violation - Did Not Report,4/1/14,Did Not Comply,1359 PINE ST,,San Francisco,POINT (-122.418313 37.789899),,,CA,94109,,,,,,,,,,,,,,,,80,99.3,161.3,-20.9,-20.9,466.5,6.2,99.7,161.7,,,,,,,,,
0135/001,945 Battery St,945 BATTERY ST,94111,66028,Office,,http://propertymap.sfplanning.org/?&search=0135/001,Complied,Complied,Complied,Complied,Complied,4/1/14,Complied,945 BATTERY ST,53,San Francisco,POINT (-122.401386 37.800202),53.3,,CA,94111,-4.1,,319.97,,54,,59,52.1,156.1,-10.3,-10.3,294,4.5,52.1,156.1,67,46.9,140.9,-18.2,-18.2,265.3,4,46.9,141,70,50.8,152.8,-20.8,-20.8,267.5,4.1,51,153
0315/003,Hotel Villa Florence,225 POWELL ST,94102,115749,Hotel,,http://propertymap.sfplanning.org/?&search=0315/003,Complied,Complied,Complied,Complied,Complied,4/1/14,Complied,225 POWELL ST,62,San Francisco,POINT (-122.408101 37.786666),110.8,,CA,94102,-11,,717.31,,110.8,,59,111.9,211.2,-8.4,,728.39,,111.9,211.2,51,103.4,197.3,-1.7,-1.6,806.5,7,103.8,198.5,46,104.6,199.8,3.6,3.6,784.6,6.8,103.5,196.3
1450/019A,5420 Geary,5420 GEARY BLVD,94121,10250,Retail Store,,http://propertymap.sfplanning.org/?&search=1450/019A,N/A,N/A,Complied,Complied,Complied,4/1/14,Complied,5420 GEARY BLVD,,San Francisco,POINT (-122.477758 37.780477),,,CA,94121,,,,,,,,,,,,,,,,,46.5,120.7,5.5,5.5,35.3,3.4,46.9,121.9,,48.6,114.8,0.3,0.3,35.4,3.4,48.6,114.8
1064/032,3360 Geary Blvd,3360 GEARY BLVD,94118,28800,Office,,http://propertymap.sfplanning.org/?&search=1064/032,N/A,Complied,Complied,Complied,Complied,4/1/14,Complied,3360 GEARY BLVD,,San Francisco,POINT (-122.455173 37.781528),,,CA,94118,,,,,,,44,66.5,180.8,6,,154.42,,66.5,180.8,39,79,180.6,12.5,12.5,159.1,5.5,79,180.6,39,71.5,172.7,12.3,12.3,147.6,5.1,77,178.5
0313/007,23 Grant Avenue,17 GRANT AVE,94108,27620,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",,http://propertymap.sfplanning.org/?&search=0313/007,N/A,Complied,Complied,Complied,Complied,4/1/13,Complied,17 GRANT AVE,,San Francisco,POINT (-122.404939 37.787179),,,CA,94108,,,,,,,,54.7,138.5,-21.9,,117.2,,55.3,139.1,,50.3,123.1,22.7,22.6,106.1,3.8,50.7,123.6,,46.7,116.9,16.4,16.4,94,3.4,53.2,123.7
0294/011,Niketown,278 POST ST,94108,72234,Retail Store,,http://propertymap.sfplanning.org/?&search=0294/011,Complied,Complied,Complied,Complied,Complied,11/15/12,Complied,278 POST ST,10,San Francisco,POINT (-122.406505 37.788531),112.8,,CA,94108,76.8,,668.2,,117.1,,15,94.5,268.8,61,,566.5,,96.1,273.6,16,107.3,259.4,58.4,58.4,555.9,7.7,107.3,259.4,15,85.8,254.1,61.7,61.7,490.3,6.8,85.8,254.1
0667/009,1414 Van Ness,1412 VAN NESS AVE,94109,32654,Office,,http://propertymap.sfplanning.org/?&search=0667/009,N/A,Complied,Violation - Did Not Report,Complied,Complied,4/1/14,Did Not Comply,1412 VAN NESS AVE,,San Francisco,POINT (-122.421931 37.788756),,,CA,94109,,,,,,,,,,,,,,,,87,27.2,85.4,-36.9,-36.9,51.5,2.2,27.2,85.3,86,24,75.5,-33.8,-33.8,44.6,2,24,75.5
3704/015,942 MISSION ST,942 MISSION ST,94103,16500,N/A,,http://propertymap.sfplanning.org/?&search=3704/015,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,942 MISSION ST,,San Francisco,POINT (-122.407536 37.781903),,,CA,94103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0309/028,111 Maiden Lane,130 GEARY ST,94108,91299,Office,,http://propertymap.sfplanning.org/?&search=0309/028,Violation - Insufficient Data,Complied,Complied,Complied,Complied,4/1/13,Pending,130 GEARY ST,,San Francisco,POINT (-122.405419 37.787718),43.2,109.8,CA,94108,-25.8,-25.8,289.6,3.2,42.9,109.5,,42.4,108.7,-26.6,-26.6,285.5,3.1,42.5,110,,40.8,103.1,-30.4,-30.4,272.6,3,40.8,103.1,,46.5,135.8,-8.3,-8.3,333.4,3.7,,
3918/010,Showplace Square West,550 15TH ST,94103,72180,N/A,,http://propertymap.sfplanning.org/?&search=3918/010,Violation - Insufficient Data,Complied,Complied,Violation - Insufficient Data,Violation - Did Not Report,4/1/14,Pending,550 15TH ST,,San Francisco,POINT (-122.406172 37.767182),,,CA,94103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0237/008,230 California,230 CALIFORNIA ST,94111,45574,Office,,http://propertymap.sfplanning.org/?&search=0237/008,Complied,Complied,Complied,Complied,Complied,4/1/13,Complied,230 CALIFORNIA ST,,San Francisco,POINT (-122.399344 37.793296),,,CA,94111,,,,,,,,169.9,337.1,149.9,,531.14,,168.1,335.3,8,170.9,325.3,72.5,72.5,524.2,11.5,171.2,325.6,3,186.8,372.5,102.6,102.6,561.5,12.3,189.8,375.6
3510/057,1453 MISSION ST,1453 MISSION ST,94103,83000,N/A,,http://propertymap.sfplanning.org/?&search=3510/057,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Pending,1453 MISSION ST,,San Francisco,POINT (-122.416493 37.774827),,,CA,94103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0231/023,Two Embarcadero Center,2 EMBARCADERO CENTER,94111,1124443,Office,,http://propertymap.sfplanning.org/?&search=0231/023,Complied,Complied,Complied,Complied,Complied,11/15/12,Exempt - LEED EBOM,2 EMBARCADERO CENTER,84,San Francisco,POINT (-122.398065 37.794869),87.6,,CA,94111,-31.8,,5358.95,,87.6,,83,86.4,227.4,-31.1,,5342.83,,85.7,226.6,85,80,204.1,-36.5,-36.5,4580.6,5.9,80.3,204.3,87,71.3,190.9,-39,-39,4186.7,5.4,73.9,193.6
4882/001,2600 INGALLS ST,2600 INGALLS ST,94124,10760,N/A,,http://propertymap.sfplanning.org/?&search=4882/001,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/14,Did Not Comply,2600 INGALLS ST,,San Francisco,POINT (-122.389906 37.72257),,,CA,94124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0305/013,580 GEARY ST,580 GEARY ST,94102,33635,N/A,,http://propertymap.sfplanning.org/?&search=0305/013,N/A,Violation - Insufficient Data,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/14,Did Not Comply,580 GEARY ST,,San Francisco,POINT (-122.412921 37.786759),,,CA,94102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0131/018,470 Columbus,470 COLUMBUS AVE,94133,10992,Mixed Use Property,,http://propertymap.sfplanning.org/?&search=0131/018,N/A,N/A,Complied,Complied,Complied,4/1/14,Complied,470 COLUMBUS AVE,,San Francisco,POINT (-122.40853 37.799173),,,CA,94133,,,,,,,,,,,,,,,,6,92.4,230.1,81.5,81.3,78.2,7.1,92.8,230.6,,93.5,230.9,87.5,87.5,74.4,6.8,100,237.7
3788/043,680 Second Street,680 2ND ST,94107,85554,Office,,http://propertymap.sfplanning.org/?&search=3788/043,Complied,Violation - Insufficient Data,Complied,Complied,Complied,4/1/14,Exempt - ENERGY STAR,680 2ND ST,,San Francisco,POINT (-122.39103 37.781005),,,CA,94107,,,,,,,81,57,148.6,-32.7,,330.55,,56.5,148,78,57.3,146,-29.2,-29.2,328.8,4.5,57.4,146.2,79,57.9,141.5,-29.8,-29.8,307.1,4.2,60.3,144
0224/001,865 STOCKTON ST,865 STOCKTON ST,94108,13136,N/A,,http://propertymap.sfplanning.org/?&search=0224/001,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,865 STOCKTON ST,,San Francisco,POINT (-122.407874 37.793896),,,CA,94108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526/016,290 DIVISION ST,290 DIVISION ST,94103,38072,N/A,,http://propertymap.sfplanning.org/?&search=3526/016,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Pending,290 DIVISION ST,,San Francisco,POINT (-122.408214 37.769306),,,CA,94103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0173/003,639 Front St,639 FRONT ST,94111,19468,Office,,http://propertymap.sfplanning.org/?&search=0173/003,N/A,N/A,Complied,Complied,Complied,4/1/14,Complied,639 FRONT ST,,San Francisco,POINT (-122.399597 37.7974),,,CA,94111,,,,,,,,,,,,,,,,,27.8,67.4,-54.5,-54.5,38.9,2,27.9,67.6,,31.5,82.6,-44.2,-44.2,45.6,2.3,34.9,86.1
0595/002,1600 Jackson,1600 Jackson st,94109,63500,N/A,,http://propertymap.sfplanning.org/?&search=0595/002,Complied,Complied,Complied,Exempt - Change of Ownership,Exempt - Change of Ownership,4/1/14,Did Not Comply,1600 Jackson st,94,San Francisco,POINT (-122.421722 37.794105),12.7,,CA,94109,-58.4,,73.21,,12.4,,95,12.1,40.5,-60.2,,70.03,,12.6,42,,,,,,,,,,,,,,,,,,
4314/001A,3003 3rd Street,3003 3RD ST,94124,46000,Office,,http://propertymap.sfplanning.org/?&search=4314/001A,N/A,Complied,Complied,Complied,Complied,11/15/12,Complied,3003 3RD ST,,San Francisco,POINT (-122.387565 37.751546),,,CA,94124,,,,,,,99,12.1,40.5,-67.3,,50.66,,12.1,40.5,99,11.5,36.1,-69,-69,43.1,0.9,11.3,35.6,99,11.8,37,-67.6,-67.6,44.2,1,11.8,37
0268/001,301 Pine,301 PINE ST,94104,25452,N/A,,http://propertymap.sfplanning.org/?&search=0268/001,N/A,Complied,Complied,Complied,Violation - Did Not Report,4/1/13,Complied,301 PINE ST,,San Francisco,POINT (-122.401344 37.792054),,,CA,94104,,,,,,,,194.6,437.7,178,,361.32,,196.3,443.4,,186.5,399.2,224.3,224.3,338.2,13.3,186.3,398.5,,,,,,,,,
3707/005,S&B,42 2ND ST,94105,10275,Office,,http://propertymap.sfplanning.org/?&search=3707/005,N/A,N/A,Complied,Complied,Complied,4/1/13,Complied,42 2ND ST,,San Francisco,POINT (-122.400626 37.78866),,,CA,94105,,,,,,,,,,,,,,,,68,39.6,122.4,-19.7,-19.6,35.4,3.4,39.6,122.4,60,42.5,132,-10.7,-10.7,35.4,3.4,41.2,127.8
3744/005,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,94105,247925,Office,,http://propertymap.sfplanning.org/?&search=3744/005,Complied,Complied,Complied,Complied,Complied,4/1/13,Exempt - LEED EBOM,2 HARRISON ST,78,San Francisco,POINT (-122.388967 37.789199),67,,CA,94105,-29,,1202.09,,67,,86,67.4,188.4,-37.7,,1174.17,,67.4,188.4,83,72.2,176.8,-34.7,-34.8,1246,5.8,71.4,176,85,66,170.7,-37.3,-37.3,1062.1,5,64.4,169.3
3513/001,1 MCCOPPIN ST,1 MCCOPPIN ST,94103,90377,Other,,http://propertymap.sfplanning.org/?&search=3513/001,Complied,Complied,Complied,Violation - Did Not Report,Complied,4/1/13,Did Not Comply,1 MCCOPPIN ST,,San Francisco,POINT (-122.420746 37.771703),175.9,,CA,94103,362.5,,1444.11,,179.2,,,178.7,596.7,155.2,,1467.05,,181.9,607.5,,,,,,,,,,,186,584.1,374.4,374.4,1370.8,15.2,180.8,567.6
5350/014,2253 SHAFTER AVE,2253 SHAFTER AVE,94124,10474,N/A,,http://propertymap.sfplanning.org/?&search=5350/014,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,2253 SHAFTER AVE,,San Francisco,POINT (-122.40292 37.737973),,,CA,94124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762/037,177 STILLMAN ST,177 STILLMAN ST,94107,12191,N/A,,http://propertymap.sfplanning.org/?&search=3762/037,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,177 STILLMAN ST,,San Francisco,POINT (-122.398087 37.780407),,,CA,94107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433/037,Clement St.,1 CLEMENT ST,94118,12872,Other - Recreation,,http://propertymap.sfplanning.org/?&search=1433/037,Violation - Insufficient Data,Violation - Insufficient Data,Complied,Complied,Complied,4/1/13,Complied,1 CLEMENT ST,,San Francisco,POINT (-122.459339 37.783181),,,CA,94118,,,,,,,,,,,,,,,,,29.2,78.9,-18.5,-18.5,28.4,2.2,28.3,78,,25,71.5,-26.1,-26.1,25,1.9,26.1,72.7
3705/021,67 5TH ST,67 5TH ST,94103,66700,N/A,,http://propertymap.sfplanning.org/?&search=3705/021,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Pending,67 5TH ST,,San Francisco,POINT (-122.406805 37.78298),,,CA,94103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987/007,135 MISSISSIPPI ST,135 MISSISSIPPI ST,94107,28000,Office,,http://propertymap.sfplanning.org/?&search=3987/007,N/A,N/A,Exempt - New Construction,Exempt - New Construction,Complied,4/1/18,Upcoming,135 MISSISSIPPI ST,,San Francisco,POINT (-122.394784 37.764709),,,CA,94107,,,,,,,,,,,,,,,,,,,,,,,,,75,77.3,191,-26.6,-26.6,156.8,5.6,79,189.4
0291/013,570 Market Street,570 MARKET ST,94104,10713,Office,,http://propertymap.sfplanning.org/?&search=0291/013,N/A,N/A,Complied,Complied,Complied,4/1/14,Complied,570 MARKET ST,,San Francisco,POINT (-122.400941 37.789628),,,CA,94104,,,,,,,,,,,,,,,,,50.7,141.8,-4.3,-4.3,41.9,4.2,50.6,141.7,,54.3,155.5,5,5,45.3,4.2,55.2,156.4
3788/002,640 2ND ST,640 2ND ST,94107,24096,Office,,http://propertymap.sfplanning.org/?&search=3788/002,N/A,N/A,Complied,Complied,Complied,4/1/13,Pending,640 2ND ST,,San Francisco,POINT (-122.391407 37.781302),,,CA,94107,,,,,,,,,,,,,,,,76,43.6,112.8,-27.4,-27.4,77.8,3.2,43.7,113,88,33.6,87.2,-42.6,-42.6,60,2.5,36.7,90.5
2346/008B,730 Taraval Street,730 Taraval St,94116,29094,Supermarket/Grocery Store,,http://propertymap.sfplanning.org/?&search=2346/008B,Complied,Complied,Violation - Did Not Report,Complied,Complied,4/1/14,Pending,730 Taraval St,,San Francisco,POINT (-122.473882 37.743138),,,CA,94116,,,,,,,,,,,,,,,,47,247.7,601.1,1.3,1.3,517.7,17.8,239.4,592.4,31,288.8,643.5,13,13,580.9,20,288.8,643.5
4227/034,1234 INDIANA ST,1234 INDIANA ST,94107,15161,Office,,http://propertymap.sfplanning.org/?&search=4227/034,N/A,N/A,Complied,Complied,Complied,4/1/14,Complied,1234 INDIANA ST,,San Francisco,POINT (-122.390877 37.754784),,,CA,94107,,,,,,,,,,,,,,,,49,35.6,79.2,0.6,0.6,37.3,2.5,35.7,79.3,47,35.4,78.4,2.9,2.9,37,2.4,36.4,79.4
4294/017,1405 MINNESOTA ST,1405 MINNESOTA ST,94107,12642,N/A,,http://propertymap.sfplanning.org/?&search=4294/017,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,1405 MINNESOTA ST,,San Francisco,POINT (-122.389617 37.751871),,,CA,94107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094/001,2675 Geary Blvd,2675 GEARY BLVD,94115,193938,N/A,,http://propertymap.sfplanning.org/?&search=1094/001,Complied,Complied,Exempt - New Construction,Exempt - New Construction,Exempt - New Construction,4/1/19,Upcoming,2675 GEARY BLVD,100,San Francisco,POINT (-122.446952 37.782258),1.9,,CA,94115,-98.3,,19.9,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0025/014,781 Beach Street,781 BEACH ST,94109,32776,Office,,http://propertymap.sfplanning.org/?&search=0025/014,N/A,Complied,Complied,Complied,Complied,4/1/13,Pending,781 BEACH ST,,San Francisco,POINT (-122.421743 37.806521),,,CA,94109,,,,,,,,38.6,80.6,-45.6,-45.6,85,2.6,36.4,78.3,,38.3,79,-46.6,-46.6,84,2.6,38.6,79.2,,28.2,70.4,-52.5,-52.5,67.3,2.1,30.7,73
4018/005,501 ALABAMA ST,501 ALABAMA ST,94110,15050,N/A,,http://propertymap.sfplanning.org/?&search=4018/005,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,501 ALABAMA ST,,San Francisco,POINT (-122.412113 37.762455),,,CA,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585/003,Apparel Dorman 4-90,50 Dorman Ave,94124,50422,N/A,,http://propertymap.sfplanning.org/?&search=5585/003,Violation - Did Not Report,Violation - Did Not Report,Complied,Violation - Insufficient Data,Violation - Did Not Report,4/1/13,Pending,50 Dorman Ave,,San Francisco,POINT (-122.403292 37.739576),,,CA,94124,,,,,,,75,21,65.9,-31.9,-31.9,86.3,1.7,21,65.9,,,,,,,,,,,,,,,,,,
3595/031,2301 MISSION ST,2301 MISSION ST,94110,19260,N/A,,http://propertymap.sfplanning.org/?&search=3595/031,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/14,Did Not Comply,2301 MISSION ST,,San Francisco,POINT (-122.419182 37.760021),,,CA,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741/032,Spear Street Terrace,201 SPEAR ST,94105,314801,Office,,http://propertymap.sfplanning.org/?&search=3741/032,Complied,Complied,Complied,Complied,Complied,4/1/13,Exempt - ENERGY STAR,201 SPEAR ST,82,San Francisco,POINT (-122.391688 37.790642),65.8,,CA,94105,-33.2,,1402.91,,64.1,,83,64.2,178.3,-34.8,,1376.58,,62.7,176.6,89,52.2,140.6,-43.1,-43.1,1157.9,3.9,52.3,140.8,87,51.8,149.3,-40.2,-40.2,1188,4,53.1,150.7
0309/007,146 GEARY ST,146 GEARY ST,94108,12400,Retail Store,,http://propertymap.sfplanning.org/?&search=0309/007,N/A,N/A,Violation - Did Not Report,Complied,Complied,4/1/14,Pending,146 GEARY ST,,San Francisco,POINT (-122.405822 37.787666),,,CA,94108,,,,,,,,,,,,,,,,69,45.8,143.7,-22.8,-22.8,46.3,3.7,45.7,143.6,68,45,141.3,-21.9,-21.9,45.5,3.7,44.6,140
0136/001,55 Green St,55 GREEN ST,94111,45000,Office,,http://propertymap.sfplanning.org/?&search=0136/001,Complied,Complied,Complied,Complied,Complied,4/1/14,Complied,55 GREEN ST,,San Francisco,POINT (-122.400557 37.800578),,,CA,94111,,,,,,,35,93.9,235.8,16.8,,326.43,,93.6,235.4,37,90.1,215.6,14.2,14.2,289.4,6.4,90.2,215.7,34,88.4,217.5,18,18,287.5,6.4,89.7,216.8
3703/061,Aida Hotel,1083 MARKET ST,94103,54882,Hotel,,http://propertymap.sfplanning.org/?&search=3703/061,Complied,Complied,Complied,Complied,Complied,4/1/14,Complied,1083 MARKET ST,92,San Francisco,POINT (-122.412152 37.78078),57.4,,CA,94103,,-41.3,185.9,,50.1,,89,62.1,84.1,-38.1,,198.1,,70.4,92.8,96,53.6,66.2,-49.2,-49.2,165.2,3,48.9,61.2,96,46.9,59.2,-49.8,-49.8,144.1,2.6,54.7,67.5
6528/037,2921 MISSION ST,2919 MISSION ST,94110,15431,Office,,http://propertymap.sfplanning.org/?&search=6528/037,N/A,N/A,Violation - Did Not Report,Complied,Complied,4/1/13,Complied,2919 MISSION ST,,San Francisco,POINT (-122.418243 37.75014),,,CA,94110,,,,,,,,,,,,,,,,,27.1,57.1,-61.4,-61.4,28.2,1.8,24.9,54.4,,15.6,43.6,-70.5,-70.5,18.5,1.2,16.2,45.5
0330/023,Hotel Abri,119 ELLIS ST,94102,65692,Hotel,,http://propertymap.sfplanning.org/?&search=0330/023,Complied,Complied,Complied,Complied,Complied,4/1/14,Pending,119 ELLIS ST,,San Francisco,POINT (-122.408406 37.785448),,,CA,94102,,,,,,,7,102,221.2,62,,443.3,,99.4,214.9,39,102.5,209.9,9.9,9.9,414.8,6.8,104.5,216.3,27,104.2,223.2,23,23,429.9,7.1,101.1,213.6
0131/009,624 VALLEJO ST,624 VALLEJO ST,94133,17684,N/A,,http://propertymap.sfplanning.org/?&search=0131/009,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,624 VALLEJO ST,,San Francisco,POINT (-122.407741 37.798709),,,CA,94133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715/013,Bayside Plaza,188 THE EMBARCADERO,94105,86025,N/A,,http://propertymap.sfplanning.org/?&search=3715/013,Complied,Complied,Complied,Complied,Exempt - Tenant Turnover,4/1/14,Exempt - ENERGY STAR,188 THE,72,San Francisco,POINT (-122.391303 37.792493),54.9,,CA,94105,-23.1,,359.03,,58.2,,69,60.8,137.8,-20.5,,383.14,,60.8,137.8,,53.2,116.7,-21.2,-21.2,330,3.8,53.5,117,,,,,,,,,
3515/037,252 12TH ST,252 12TH ST,94103,13152,N/A,,http://propertymap.sfplanning.org/?&search=3515/037,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,252 12TH ST,,San Francisco,POINT (-122.415827 37.771245),,,CA,94103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786/019A,53 BLUXOME ST,53 BLUXOME ST,94107,28927,N/A,,http://propertymap.sfplanning.org/?&search=3786/019A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,53 BLUXOME ST,,San Francisco,POINT (-122.397081 37.776675),,,CA,94107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116/028,1900 19TH AVE,1900 19TH AVE,94116,23872,N/A,,http://propertymap.sfplanning.org/?&search=2116/028,N/A,N/A,Exempt - Vacant,Exempt - Vacant,Exempt - Vacant,4/1/17,Upcoming,1900 19TH AVE,,San Francisco,POINT (-122.476211 37.752067),,,CA,94116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715/025,Jim Joseph Building,131 Steuart St,94105,79837,Office,,http://propertymap.sfplanning.org/?&search=3715/025,Complied,Complied,Complied,Violation - Did Not Report,Complied,4/1/14,Pending,131 Steuart St,,San Francisco,POINT (-122.392674 37.792826),116.1,,CA,94105,49.5,,660.93,,118,,,77.2,193.6,13.5,,475.77,,78,196.2,,,,,,,,,,,68.8,172.7,16.6,16.6,400.9,5,67.4,168.2
0192/004,1009 STOCKTON ST,1009 STOCKTON ST,94108,15000,Other,,http://propertymap.sfplanning.org/?&search=0192/004,N/A,N/A,Complied,Complied,Complied,4/1/14,Complied,1009 STOCKTON ST,,San Francisco,POINT (-122.40811 37.795031),,,CA,94108,,,,,,,,,,,,,,,,98,9.4,16.8,-66.8,-66.8,8.9,0.6,9.4,16.8,98,8.8,16.1,-65.3,-65.3,8.4,0.6,8.8,16.1
3755/079,10 HALLAM ST,10 HALLAM ST,94103,11905,N/A,,http://propertymap.sfplanning.org/?&search=3755/079,N/A,N/A,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/14,Did Not Comply,10 HALLAM ST,,San Francisco,POINT (-122.408525 37.775698),,,CA,94103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0293/009,255 SUTTER ST,255 SUTTER ST,94108,241918,N/A,,http://propertymap.sfplanning.org/?&search=0293/009,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,4/1/13,Did Not Comply,255 SUTTER ST,,San Francisco,POINT (-122.404791 37.789695),,,CA,94108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
